21/08/23,11:32:05,+00029E-01
21/08/23,11:32:05,+00029E-01
21/08/23,11:32:06,+00027E-01
21/08/23,11:32:07,+00027E-01
21/08/23,11:32:07,+00027E-01
21/08/23,11:32:08,+00027E-01
21/08/23,11:32:08,+00027E-01
21/08/23,11:32:09,+00027E-01
21/08/23,11:32:10,+00027E-01
21/08/23,11:32:10,+00027E-01
21/08/23,11:32:11,+00028E-01
21/08/23,11:32:11,+00028E-01
21/08/23,11:32:12,+00027E-01
21/08/23,11:32:12,+00027E-01
21/08/23,11:32:13,+00027E-01
21/08/23,11:32:13,+00027E-01
21/08/23,11:32:14,+00027E-01
21/08/23,11:32:14,+00027E-01
21/08/23,11:32:15,+00027E-01
21/08/23,11:32:15,+00027E-01
21/08/23,11:32:16,+00036E-01
21/08/23,11:32:17,+00027E-01
21/08/23,11:32:17,+00027E-01
21/08/23,11:32:18,+00027E-01
21/08/23,11:32:18,+00027E-01
21/08/23,11:32:19,+00027E-01
21/08/23,11:32:20,+00027E-01
21/08/23,11:32:20,+00027E-01
21/08/23,11:32:21,+00027E-01
21/08/23,11:32:21,+00027E-01
21/08/23,11:32:22,+00029E-01
21/08/23,11:32:22,+00029E-01
21/08/23,11:32:23,+00027E-01
21/08/23,11:32:23,+00027E-01
21/08/23,11:32:24,+00027E-01
21/08/23,11:32:24,+00027E-01
21/08/23,11:32:25,+00027E-01
21/08/23,11:32:25,+00027E-01
21/08/23,11:32:26,+00027E-01
21/08/23,11:32:27,+00027E-01
21/08/23,11:32:27,+00027E-01
21/08/23,11:32:28,+00027E-01
21/08/23,11:32:28,+00027E-01
21/08/23,11:32:29,+00027E-01
21/08/23,11:32:30,+00027E-01
21/08/23,11:32:30,+00027E-01
21/08/23,11:32:31,+00027E-01
21/08/23,11:32:31,+00027E-01
21/08/23,11:32:32,+00027E-01
21/08/23,11:32:32,+00027E-01
21/08/23,11:32:33,+00029E-01
21/08/23,11:32:33,+00029E-01
21/08/23,11:32:34,+00027E-01
21/08/23,11:32:34,+00027E-01
21/08/23,11:32:35,+00027E-01
21/08/23,11:32:35,+00027E-01
21/08/23,11:32:36,+00027E-01
21/08/23,11:32:37,+00027E-01
21/08/23,11:32:37,+00027E-01
21/08/23,11:32:38,+00027E-01
21/08/23,11:32:38,+00027E-01
21/08/23,11:32:39,+00028E-01
21/08/23,11:32:40,+00028E-01
21/08/23,11:32:40,+00027E-01
21/08/23,11:32:41,+00027E-01
21/08/23,11:32:41,+00027E-01
21/08/23,11:32:42,+00027E-01
21/08/23,11:32:42,+00027E-01
21/08/23,11:32:43,+00027E-01
21/08/23,11:32:43,+00027E-01
21/08/23,11:32:44,+00029E-01
21/08/23,11:32:44,+00029E-01
21/08/23,11:32:45,+00027E-01
21/08/23,11:32:45,+00027E-01
21/08/23,11:32:46,+00027E-01
21/08/23,11:32:47,+00028E-01
21/08/23,11:32:47,+00028E-01
21/08/23,11:32:48,+00027E-01
21/08/23,11:32:48,+00027E-01
21/08/23,11:32:49,+00027E-01
21/08/23,11:32:50,+00027E-01
21/08/23,11:32:50,+00031E-01
21/08/23,11:32:51,+00027E-01
21/08/23,11:32:51,+00027E-01
21/08/23,11:32:52,+00027E-01
